designation,score,entropy
4212.01,0.5264900662251656,0.6917430760497585
4622.01,0.5264900662251656,0.6917430760497585
4541.01,0.5264900662251656,0.6917430760497585
1123.01,0.5264900662251656,0.6917430760497585
856.01,0.5264900662251656,0.6917430760497585
887.01,0.5264900662251656,0.6917430760497585
4389.01,0.5264900662251656,0.6917430760497585
1250.01,0.5264900662251656,0.6917430760497585
745.01,0.5264900662251656,0.6917430760497585
765.01,0.5264900662251656,0.6917430760497585
124.01,0.5264900662251656,0.6917430760497585
1153.01,0.5264900662251656,0.6917430760497585
1254.01,0.5264900662251656,0.6917430760497585
1179.01,0.5264900662251656,0.6917430760497585
3655.01,0.5264900662251656,0.6917430760497585
2672.01,0.5264900662251656,0.6917430760497585
496.01,0.5264900662251656,0.6917430760497585
796.01,0.5264900662251656,0.6917430760497585
2231.01,0.4375,0.6853142072764582
911.01,0.4375,0.6853142072764582
4415.01,0.4375,0.6853142072764582
1322.01,0.4375,0.6853142072764582
2030.01,0.4375,0.6853142072764582
3908.01,0.6,0.6730116670092565
4873.01,0.6136363636363636,0.6670936741211575
2607.01,0.6136363636363636,0.6670936741211575
758.01,0.6136363636363636,0.6670936741211575
1124.01,0.6136363636363636,0.6670936741211575
2325.01,0.6136363636363636,0.6670936741211575
1891.01,0.6136363636363636,0.6670936741211575
5677.01,0.6136363636363636,0.6670936741211575
7088.01,0.6136363636363636,0.6670936741211575
621.01,0.38461538461538464,0.666278442414676
428.01,0.38461538461538464,0.666278442414676
4176.01,0.38461538461538464,0.666278442414676
2857.01,0.38461538461538464,0.666278442414676
866.01,0.38461538461538464,0.666278442414676
422.01,0.38461538461538464,0.666278442414676
427.01,0.38461538461538464,0.666278442414676
5792.01,0.38461538461538464,0.666278442414676
6069.01,0.38461538461538464,0.666278442414676
6366.01,0.38461538461538464,0.666278442414676
394.01,0.375,0.6615632381579821
2271.01,0.375,0.6615632381579821
1831.01,0.375,0.6615632381579821
634.01,0.375,0.6615632381579821
1490.01,0.375,0.6615632381579821
6953.01,0.6666666666666666,0.6365141682948128
2440.01,0.6666666666666666,0.6365141682948128
2347.01,0.6666666666666666,0.6365141682948128
2396.01,0.6666666666666666,0.6365141682948128
2428.01,0.6666666666666666,0.6365141682948128
5948.01,0.6666666666666666,0.6365141682948128
6036.01,0.6666666666666666,0.6365141682948128
585.01,0.6666666666666666,0.6365141682948128
2315.01,0.6666666666666666,0.6365141682948128
189.01,0.6666666666666666,0.6365141682948128
211.01,0.6666666666666666,0.6365141682948128
6560.01,0.6666666666666666,0.6365141682948128
1039.01,0.6666666666666666,0.6365141682948128
1606.01,0.6666666666666666,0.6365141682948128
7014.01,0.6666666666666666,0.6365141682948128
1642.01,0.6666666666666666,0.6365141682948128
851.01,0.6666666666666666,0.6365141682948128
865.01,0.6666666666666666,0.6365141682948128
1060.01,0.6666666666666666,0.6365141682948128
753.01,0.6666666666666666,0.6365141682948128
3964.01,0.6666666666666666,0.6365141682948128
459.01,0.6666666666666666,0.6365141682948128
4338.01,0.6666666666666666,0.6365141682948128
3932.01,0.6666666666666666,0.6365141682948128
3067.01,0.6666666666666666,0.6365141682948128
3360.01,0.6666666666666666,0.6365141682948128
502.01,0.6666666666666666,0.6365141682948128
4159.01,0.6666666666666666,0.6365141682948128
4177.01,0.6666666666666666,0.6365141682948128
1455.01,0.6666666666666666,0.6365141682948128
182.01,0.6666666666666666,0.6365141682948128
524.01,0.6666666666666666,0.6365141682948128
3792.01,0.6666666666666666,0.6365141682948128
3680.01,0.6666666666666666,0.6365141682948128
3823.01,0.6666666666666666,0.6365141682948128
510.01,0.6666666666666666,0.6365141682948128
2674.01,0.6666666666666666,0.6365141682948128
334.01,0.6666666666666666,0.6365141682948128
2756.01,0.6666666666666666,0.6365141682948128
2747.01,0.6666666666666666,0.6365141682948128
2663.01,0.6666666666666666,0.6365141682948128
2773.01,0.6666666666666666,0.6365141682948128
5425.01,0.6666666666666666,0.6365141682948128
2666.01,0.6666666666666666,0.6365141682948128
5360.01,0.6666666666666666,0.6365141682948128
2499.01,0.6666666666666666,0.6365141682948128
2460.01,0.6666666666666666,0.6365141682948128
5596.01,0.6666666666666666,0.6365141682948128
1022.01,0.6666666666666666,0.6365141682948128
948.01,0.6666666666666666,0.6365141682948128
5484.01,0.32653061224489793,0.6316943984324562
2509.01,0.32653061224489793,0.6316943984324562
3695.01,0.32653061224489793,0.6316943984324562
4180.01,0.32653061224489793,0.6316943984324562
764.01,0.32653061224489793,0.6316943984324562
365.01,0.32653061224489793,0.6316943984324562
2165.01,0.32653061224489793,0.6316943984324562
919.01,0.32653061224489793,0.6316943984324562
1987.01,0.32653061224489793,0.6316943984324562
180.01,0.3137254901960784,0.6220491286465615
1485.01,0.3137254901960784,0.6220491286465615
1398.01,0.3137254901960784,0.6220491286465615
986.01,0.3137254901960784,0.6220491286465615
958.01,0.3137254901960784,0.6220491286465615
680.01,0.3137254901960784,0.6220491286465615
140.01,0.3137254901960784,0.6220491286465615
950.01,0.3137254901960784,0.6220491286465615
527.01,0.3137254901960784,0.6220491286465615
4739.01,0.3137254901960784,0.6220491286465615
2476.01,0.3137254901960784,0.6220491286465615
2637.01,0.3137254901960784,0.6220491286465615
1489.01,0.3137254901960784,0.6220491286465615
2055.01,0.3137254901960784,0.6220491286465615
2006.01,0.3137254901960784,0.6220491286465615
1985.01,0.3137254901960784,0.6220491286465615
638.01,0.3137254901960784,0.6220491286465615
6053.01,0.3137254901960784,0.6220491286465615
608.01,0.3137254901960784,0.6220491286465615
2172.01,0.3137254901960784,0.6220491286465615
573.01,0.3137254901960784,0.6220491286465615
1286.01,0.3137254901960784,0.6220491286465615
1088.01,0.3137254901960784,0.6220491286465615
1149.01,0.3137254901960784,0.6220491286465615
1114.01,0.3137254901960784,0.6220491286465615
3340.01,0.3137254901960784,0.6220491286465615
5132.01,0.3137254901960784,0.6220491286465615
352.01,0.3137254901960784,0.6220491286465615
1192.01,0.3137254901960784,0.6220491286465615
395.01,0.3137254901960784,0.6220491286465615
1094.01,0.3137254901960784,0.6220491286465615
392.01,0.3137254901960784,0.6220491286465615
3380.01,0.3137254901960784,0.6220491286465615
3530.01,0.3137254901960784,0.6220491286465615
800.01,0.7157894736842105,0.596886161767992
3838.01,0.7157894736842105,0.596886161767992
4122.01,0.7157894736842105,0.596886161767992
641.01,0.7157894736842105,0.596886161767992
565.01,0.7157894736842105,0.596886161767992
1352.01,0.7157894736842105,0.596886161767992
1865.01,0.7157894736842105,0.596886161767992
896.01,0.7157894736842105,0.596886161767992
6903.01,0.7157894736842105,0.596886161767992
5883.01,0.7157894736842105,0.596886161767992
